Tweets,Sentiment Score,Clasifier,Result
washingtonpost yeah but at least hes banned all the muslim grandmothers,0.323529412,neg,Positive
"watch amp rtustadh tahir wyatt - his road to islam and seeking knowledge 
 ;        Islam is a religion that is Monotheistic in belief Simple in its actions",,,
watch cbcnews provides extensive coverage of canadas largest and longest-running muslim convention jalsacanada,0.848723544,neg,Negative
watch ingraham squares off with imam over muslim activist who called for jihad against trump,,,
watch interview of mohammadshaikh_quran islam guidanceformankind,0.978172905,neg,Negative
"watch muslim author blasts palestinian activists call for jihad against trump  world israel news 
 ; USA MAGA NRA TRUMP LSU SAINTS Independent thinker spending time with likewise thinkers Pelosi sucks stopliberalterrorism I add back 
 ; USA MAGA NRA TRUMP LSU SAINTS Independent thinker spending time with likewise thinkers Pelosi sucks stopliberalterrorism I add back 
 ; USA MAGA NRA TRUMP LSU SAINTS Independent thinker spending time with likewise thinkers Pelosi sucks stopliberalterrorism I add back 
 ; USA MAGA NRA TRUMP LSU SAINTS Independent thinker spending time with likewise thinkers Pelosi sucks stopliberalterrorism I add back",,,
watch powerful short film war within about a gay muslims struggle with his sexuality via gaytimesmag -,0.288393559,neg,Positive
watch this fucking vedio and what the hell man of israel did with muslim countries,,,
watch top muslim leader calls for muslims not to assimilate and to wage jihad on youtube,0.711391132,neg,Negative
watching bbc on the french side of immigrants camp awhen will people realise that we r just a island we cant take everyone in,,,
wavemaster123 armchairpseph mnshzz maidros78 moskvaa simple gandhis secular congress amp ofcourse pro-islam communists tried their best to prevent any grassroot counterjihad in bengal in 1947,0.987627062,neg,Negative
we all know this thedrums lying whitebread muslim hijabis will agree fully lie and deny its happening while they participate taschop,,,
we did it for france why should canada be any different quebecmosqueshooting  istandwith muslim loveoverhate peace solidarity,0.513586957,neg,Positive
"we gave you pimento paprika and black pepper how dare you speak about us like this 
 ; Ask not what this mouf can do for you but what that mouf can do for me Vandy  Professional Facesitter  Ugly Feminist Broad PeachesAreSweeter AAA 
 ; Ask not what this mouf can do for you but what that mouf can do for me Vandy  Professional Facesitter  Ugly Feminist Broad PeachesAreSweeter AAA 
 ; Ask not what this mouf can do for you but what that mouf can do for me Vandy  Professional Facesitter  Ugly Feminist Broad PeachesAreSweeter AAA 
 ; Ask not what this mouf can do for you but what that mouf can do for me Vandy  Professional Facesitter  Ugly Feminist Broad PeachesAreSweeter AAA 
 ; Ask not what this mouf can do for you but what that mouf can do for me Vandy  Professional Facesitter  Ugly Feminist Broad PeachesAreSweeter AAA",,,
we however have a militia,0.495752427,neg,Positive
we like to get on our high horse over islamic countries punishing blasphemy but we do the exact same thing only the punishment differs,,,
"we paid the eu over 500 billion plus billions in benefits to their 3 million immigrants that money could have been better spent on brits 
 ; Ex HMS Ganges into Model ship buildingPUT ENGLAND FIRST HMS Scarborough Leander Grenville HMS Ganges field gun crew at Wembley 1967 
 ; Ex HMS Ganges into Model ship buildingPUT ENGLAND FIRST HMS Scarborough Leander Grenville HMS Ganges field gun crew at Wembley 1967 
 ; Ex HMS Ganges into Model ship buildingPUT ENGLAND FIRST HMS Scarborough Leander Grenville HMS Ganges field gun crew at Wembley 1967 
 ; Ex HMS Ganges into Model ship buildingPUT ENGLAND FIRST HMS Scarborough Leander Grenville HMS Ganges field gun crew at Wembley 1967",0.794939106,neg,Negative
"we refuse to see the true nature amp goals of islamcomplete domination of all aspects of our societyit starts 
 ; It is difficult to free fools from the chains they revere - Voltaire Anti-theist Free thinker Trump supporter  
 ; It is difficult to free fools from the chains they revere - Voltaire Anti-theist Free thinker Trump supporter  
 ; It is difficult to free fools from the chains they revere - Voltaire Anti-theist Free thinker Trump supporter  
 ; It is difficult to free fools from the chains they revere - Voltaire Anti-theist Free thinker Trump supporter  
 ; It is difficult to free fools from the chains they revere - Voltaire Anti-theist Free thinker Trump supporter  
 ; It is difficult to free fools from the chains they revere - Voltaire Anti-theist Free thinker Trump supporter  
 ; It is difficult to free fools from the chains they revere - Voltaire Anti-theist Free thinker Trump supporter  
 ; It is difficult to free fools from the chains they revere - Voltaire Anti-theist Free thinker Trump supporter  
 ; It is difficult to free fools from the chains they revere - Voltaire Anti-theist Free thinker Trump supporter  
 ; It is difficult to free fools from the chains they revere - Voltaire Anti-theist Free thinker Trump supporter  
 ; It is difficult to free fools from the chains they revere - Voltaire Anti-theist Free thinker Trump supporter  
 ; It is difficult to free fools from the chains they revere - Voltaire Anti-theist Free thinker Trump supporter  
 ; It is difficult to free fools from the chains they revere - Voltaire Anti-theist Free thinker Trump supporter  
 ; It is difficult to free fools from the chains they revere - Voltaire Anti-theist Free thinker Trump supporter  
 ; It is difficult to free fools from the chains they revere - Voltaire Anti-theist Free thinker Trump supporter  
 ; It is difficult to free fools from the chains they revere - Voltaire Anti-theist Free thinker Trump supporter  
 ; It is difficult to free fools from the chains they revere - Voltaire Anti-theist Free thinker Trump supporter  
 ; It is difficult to free fools from the chains they revere - Voltaire Anti-theist Free thinker Trump supporter ",,,
we represent and give a voice to the millions of immigrants that came to  the united states legally,0.670306582,neg,Negative
we should start a trend where we call the police on white people i didnt feel safe they stole  land and i didnt know whats next,,,
we spent untold sums on tools to find terrorists theyre now being used to find immigrants colorofsurveillance,0.964590827,pos,Negative
"we wont let karnataka turn to another kashmir lets raise our voices against muslim appeasement  burningkarnataka 
 ; I was born to make mistakes not to fake perfection 
 ; I was born to make mistakes not to fake perfection 
 ; I was born to make mistakes not to fake perfection 
 ; I was born to make mistakes not to fake perfection 
 ; I was born to make mistakes not to fake perfection",,,
well he was raised in a muslim country belonged to muslim faith according to if you leave you must die and hes still alive amp a muslim,0.761981237,neg,Negative
well now this is a big reason why we dont want those freaks to come here they dont need more freedom they should be locked up--forever,,,
well that turn was inevitable i guess,0.818693694,neg,Negative
well there you have it now u know why 25 states refuse to turn over voter infoby the wayall red states,,,
"west bengal has 27 muslim population as per 2011 census mamta is banking on 70 hindus never being united as a block like 27 muslims are 
 ; Hindustani 
 ; Hindustani 
 ; Hindustani 
 ; Hindustani 
 ; Hindustani",0.675723948,pos,Negative
west bengal pays price as didi plays muslim card,,,
weve wasted billions on breeding for benefits immigrants who have also exhausted finite resources to the detriment of indigenous people,0.995484852,neg,Negative
what a bellend i cant really say anything else video says it all,,,
what a bloody dumbass,0.744241192,neg,Negative
what a charge  too many clothes so humiliated,,,
what a sight a muslim and brit competing to be the better one proving who killed more of millions of hindus,0.570973388,neg,Positive
what a vile pair they aremuslim psychologist poses with labor senator sam dastyari  via mailonline,,,
what congress and particularly gandhis need from muslim community is votes which unfortunately intellectuals calls secularism,0.706011808,pos,Negative
what does islam teach about justice muhammad allah makeyourownlane,,,
"what does that bunch of hash-brained bacha bazi fools know 
 ; RetiredNot PCeverAnglican-JewEpiscopalian by religion12 Jew by bloodConservative GayTrumperProud 2BWith my partner for 48 years-062769",0.961554803,neg,Negative
"what good is there in hinduism that christianity amp islam lack 
 ; leo",,,
what happened to the muslim recruit that was put in the dryer is a disgrace to the united states of america,0.978914051,pos,Negative
what have we come to,,,
what is germany is doing to fight muslim migrant rape epidemica cartoon are they insane watch and decide,0.956582378,neg,Negative
what is hot in the world muslim fm radio station broadcast 25 hours of al qaeda speeches calling for a holy war,,,
what is islam what is a muslimallah islam,0.848005693,pos,Negative
what is muslim economic justice   jizya  we in the usa need to look at just what this woman is saying speaking to all muslims,,,
what is sandeeps muslim converted name,0.46493064,neg,Positive
what is the first duty of a muslim,,,
what lovely people we have in our country,0.624542516,neg,Positive
what the fuck is this horse shit mr president we dont want muslims here thats our rights and beliefs can we sue them there cowards rt,,,
what was the big deal  50 of norway population are islam religion so they stop migrants from non-islam migrants,0.677626029,pos,Negative
what we have in central amp skudai family,,,
"what we should be looking at hindu-muslim joining hands to rebuild basirhat amp spread message of peace pic courtesy hindustan times 
 ; Lawyer by profession Believing in inclusive growth and women empowerment doesnt make me any less Indian or an Anti-national Jai Hind Vande Mataram 
 ; Lawyer by profession Believing in inclusive growth and women empowerment doesnt make me any less Indian or an Anti-national Jai Hind Vande Mataram",0.770988438,pos,Negative
"what were importing shocking and horrifying muslim immigrant attack on woman in holland caught on tape 
 ; anti Islam  JihadistsChampagne taste  beer money maga conservative patriot draintheswamp buildthewall lnyhbt tcot kag robertsrooms brexit 
 ; anti Islam  JihadistsChampagne taste  beer money maga conservative patriot draintheswamp buildthewall lnyhbt tcot kag robertsrooms brexit 
 ; anti Islam  JihadistsChampagne taste  beer money maga conservative patriot draintheswamp buildthewall lnyhbt tcot kag robertsrooms brexit 
 ; anti Islam  JihadistsChampagne taste  beer money maga conservative patriot draintheswamp buildthewall lnyhbt tcot kag robertsrooms brexit 
 ; anti Islam  JihadistsChampagne taste  beer money maga conservative patriot draintheswamp buildthewall lnyhbt tcot kag robertsrooms brexit",,,
what you need to know about jihad in islam dare you to watch until the end,0.996717244,neg,Negative
whats it like to be a young muslim in the uk in the entertainment industry meet humzaproduction,,,
whats with islam and the absolute hate for ribaainterest,0.919245539,neg,Negative
"when a muslim spends something on his family intending to receive allahs reward it is regarded as sadaqa for him bukhari 
 ; 17 fangirl  books are joy  also cricket  and BTS  IG bookjoy_ jimza613 icecreamycake97 Tumblr  cookyjimmy123 AlastairCook Jungkook Taehyung 
 ; 17 fangirl  books are joy  also cricket  and BTS  IG bookjoy_ jimza613 icecreamycake97 Tumblr  cookyjimmy123 AlastairCook Jungkook Taehyung 
 ; 17 fangirl  books are joy  also cricket  and BTS  IG bookjoy_ jimza613 icecreamycake97 Tumblr  cookyjimmy123 AlastairCook Jungkook Taehyung 
 ; 17 fangirl  books are joy  also cricket  and BTS  IG bookjoy_ jimza613 icecreamycake97 Tumblr  cookyjimmy123 AlastairCook Jungkook Taehyung 
 ; 17 fangirl  books are joy  also cricket  and BTS  IG bookjoy_ jimza613 icecreamycake97 Tumblr  cookyjimmy123 AlastairCook Jungkook Taehyung 
 ; 17 fangirl  books are joy  also cricket  and BTS  IG bookjoy_ jimza613 icecreamycake97 Tumblr  cookyjimmy123 AlastairCook Jungkook Taehyung",,,
when hindus convert to islam it is of their own free will but if muslims convert to hinduism they must b lynched publicly,0.965882633,neg,Negative
"when i met yusuf as i saw that allah swt has blessed him with half of the beauty of the whole world muslim 
 ; Allah Is Great as in more than Great 
 ; Allah Is Great as in more than Great",,,
"when i see our immigrants i see our future i see patriots who will make our future more inclusive amp innovative 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy 
 ; ProgressForward SocialConscience BrothersKeeperFinanceTrust ManagementBackground-Equality JOIN ME in Civil Discourse of Human RightsIssues-RTNoteworthy",0.827585493,neg,Negative
when i was in boot camp most dis had not been to war this is a reflection of society amplified by a system that exists to create warriors,,,
when immigrants come to cny they bring art culture and an entrepreneurial spirit lets celebrate them together,0.10373022,pos,Negative
when injustice is happening everywhere and you are having biryani and samoosa you aint badalkashmir banega darul islam,,,
when masses of exclusively young virile male muslim men invade exclusively christian lands the war on europes women has only just begun,0.987574022,neg,Negative
when pappus stayfree jhasanjay said 2019 election will bring congress back i never though it wld be through the back door,,,
when people talk listen completely most people never listenislam,0.5635689,neg,Positive
"when two totalitarian ideologies meet left  islamists 
 ; nan",,,
when you get jumped for being muslim,0.993316122,neg,Negative
when you need to prove youre english after getting a u in gcse,,,
when you want to gossip to your friend about something important but cant bc youre trying to be a good muslim,0.456381423,pos,Negative
where is that 5 ton truck when you need it,,,
where those secular gang is hiding now also the young man sharat madival killed in bantwal mangalore,0.977579463,pos,Negative
wheres pontifex on this,,,
whether youre muslim or non-muslima hijab will always make you look more beautifull,0.91332358,neg,Negative
while the oil issue is being currently managed india amp world will only grow when the dependency on oil is finished,,,
white people are disgustingly racist and once again precious white women are very much part of this racist behaviour,0.817302693,neg,Negative
white people can be so stupid sometimes,,,
white ppl still not minding they fuckin business,0.952015828,neg,Negative
"white woman spits in the face of nigerian muslim lady on the streets of london 
 ; Everything uve gat u bought with TIMEI rep 9jaBroda DeliverBrodaTeamArsenal 4 Trendn lukzMaleFemale Shirts Call 2348067589735IGKS_Stitches 
 ; Everything uve gat u bought with TIMEI rep 9jaBroda DeliverBrodaTeamArsenal 4 Trendn lukzMaleFemale Shirts Call 2348067589735IGKS_Stitches 
 ; Everything uve gat u bought with TIMEI rep 9jaBroda DeliverBrodaTeamArsenal 4 Trendn lukzMaleFemale Shirts Call 2348067589735IGKS_Stitches 
 ; Everything uve gat u bought with TIMEI rep 9jaBroda DeliverBrodaTeamArsenal 4 Trendn lukzMaleFemale Shirts Call 2348067589735IGKS_Stitches 
 ; Everything uve gat u bought with TIMEI rep 9jaBroda DeliverBrodaTeamArsenal 4 Trendn lukzMaleFemale Shirts Call 2348067589735IGKS_Stitches 
 ; Everything uve gat u bought with TIMEI rep 9jaBroda DeliverBrodaTeamArsenal 4 Trendn lukzMaleFemale Shirts Call 2348067589735IGKS_Stitches 
 ; Everything uve gat u bought with TIMEI rep 9jaBroda DeliverBrodaTeamArsenal 4 Trendn lukzMaleFemale Shirts Call 2348067589735IGKS_Stitches 
 ; Everything uve gat u bought with TIMEI rep 9jaBroda DeliverBrodaTeamArsenal 4 Trendn lukzMaleFemale Shirts Call 2348067589735IGKS_Stitches 
 ; Everything uve gat u bought with TIMEI rep 9jaBroda DeliverBrodaTeamArsenal 4 Trendn lukzMaleFemale Shirts Call 2348067589735IGKS_Stitches",,,
who is in controle who is the boss,0.809988174,pos,Negative
who was the first person to turn into a muslim,,,
"why are bjp4india leaders not visiting the home of the 65 year old hindu lynched by a muslim mob in bengal for fb post he didnt write 
 ; nan",0.99096811,neg,Negative
why arent they in their own country,,,
why do innocent people suffer - the religion of islam,0.781988287,neg,Negative
why do the far right always complain about immigrants doing their jobs u gonna trust dave from daan the pub with your heart surgery,,,
why do women and the lgbt community support islam when islam represses both of them lol libtard logic,0.307912067,neg,Positive
why is linda sarsour free to be in usa co-conspirator muslims should not assimilate  deport or arrest,,,
"why is muslim brotherhood known terrorist group supporter muslim activist linda sarsour allowed 2 call jihad against potus wo consequence 
 ; Official Angela Kelley acct Political Junkie Christian Conservative Love husband family T1 diabetes h8r Dir of Operations AM_National Opinions r my own 
 ; Official Angela Kelley acct Political Junkie Christian Conservative Love husband family T1 diabetes h8r Dir of Operations AM_National Opinions r my own 
 ; Official Angela Kelley acct Political Junkie Christian Conservative Love husband family T1 diabetes h8r Dir of Operations AM_National Opinions r my own",0.999130334,pos,Negative
why is the eu and merkel bringing soldiers to europe,,,
"why is the left supporting radical islamsee this video and pass it onmaga 1499609296 
 ; nan",0.380884149,pos,Negative
why isnt he deported  there must be a threshold of behavior that is not acceptable for immigrants repeated rape must be 1 of them,,,
why man is permitted to have more than one wife then why cant a woman have more than one husbandislam,0.070444495,neg,Positive
why only radical islam every ridiculous of any community is a biggest treat to any country,,,
why she didnt get cuffed she might be carrying a bottle of acid,0.961312675,neg,Negative
why some people more concern that its important for muslim women to wear tudung instead menutup aurat,,,
why the threats agains the west islam rt  parisattacks jihadijohn peaceforparis,0.865602475,neg,Negative
wikileaks realdonaldtrump perhaps he can ask how we deal with muslim brotherhood of america who have a goal of jihad destruction of western civilization from within,,,
"will they discuss sandeepsharma becoming a militant tonight and get their lungs out he too was influenced by radical islam right 
 ; Freelance columnistrealist music loverpeace activist voracious reader and a never give up attitude RTs are not necessarily endorsements 
 ; Freelance columnistrealist music loverpeace activist voracious reader and a never give up attitude RTs are not necessarily endorsements 
 ; Freelance columnistrealist music loverpeace activist voracious reader and a never give up attitude RTs are not necessarily endorsements 
 ; Freelance columnistrealist music loverpeace activist voracious reader and a never give up attitude RTs are not necessarily endorsements 
 ; Freelance columnistrealist music loverpeace activist voracious reader and a never give up attitude RTs are not necessarily endorsements 
 ; Freelance columnistrealist music loverpeace activist voracious reader and a never give up attitude RTs are not necessarily endorsements 
 ; Freelance columnistrealist music loverpeace activist voracious reader and a never give up attitude RTs are not necessarily endorsements 
 ; Freelance columnistrealist music loverpeace activist voracious reader and a never give up attitude RTs are not necessarily endorsements 
 ; Freelance columnistrealist music loverpeace activist voracious reader and a never give up attitude RTs are not necessarily endorsements 
 ; Freelance columnistrealist music loverpeace activist voracious reader and a never give up attitude RTs are not necessarily endorsements",0.524853776,neg,Positive
will trump make america great again  maga,,,
willydolo too many people for too long remained silent just to be pc and show tolerancewell folks ya got a kenyan muslim pres and this mess to boot,0.987748478,neg,Negative
winning us muslim brotherhood lobby group loses dhs funding,,,
wishing everyone a happy independence day  remember always that all of us  are descended from immigrants and revolutionists -fdr,0.816320997,neg,Negative
woman psychologist speaks from first hand experience about islam and life under the sharia moving,,,
women who know the truth about islam will never become members of the cockroachcult mondaymotivation learntruth  speaktruth,0.834395497,neg,Negative
wonder what hillary and her sheep think of that she won the popular vote my eyeball this should make dems very nervous will cnn report,,,
wonderwomanusa1 patrickesque seanhannity speakerryan senatemajldr but 5 of her million was illegal immigrants and people who died already  fake news ans fake votes,0.552525284,pos,Negative
"words of wisdom from churchillhistory repeats itself unless its heededreject all who refuse to follow our constitution amp assimilate 
 ; The devil whispered in my ear You are not strong enough for the storm I whispered back in the devils ear I am the stormFollowed by SeanHannity MAGA 
 ; The devil whispered in my ear You are not strong enough for the storm I whispered back in the devils ear I am the stormFollowed by SeanHannity MAGA 
 ; The devil whispered in my ear You are not strong enough for the storm I whispered back in the devils ear I am the stormFollowed by SeanHannity MAGA",,,
worldonalert only crimes is islam and being muslims,0.930236438,pos,Negative
worldonalert the videos are true in both mogul and raqqa the attack is against sunni muslim civilians under the excuse of attacking isiswar_crime,,,
would a wise man keep himself a victim for those who spread wrong information spreading wrong ideas about islam,0.985764366,pos,Negative
would someone please remind him of the holocaust and bosnian genocide to refresh his brain cells on european coexistence,,,
wow are we in trouble,0.993177481,pos,Negative
"wow linda sarsour said that isis isnt a real problem and the root of the problem doesnt come from the muslim community 
 ; nix mit Medien  satire account since 2009  freedom of speech warrior  Nazischlampe  Putin Fangirl Russenluder  Trumpista    Kterrasse und  
 ; nix mit Medien  satire account since 2009  freedom of speech warrior  Nazischlampe  Putin Fangirl Russenluder  Trumpista    Kterrasse und ",,,
wpalmercurl sarahlerner _celia_marie_ i dont think i know he is a muslim you apparently are not familiar with quran if you are not muslim they teach that u and all be killed,0.869628579,neg,Negative
wrong,,,
wu26wu iamrobstadnyk sheilagunnreid ah so because its a muslim its ok to rip up the constitution and throw away everything our society believes and represents,0.567354606,pos,Negative
xxdr_zombiexx go move to a muslim country hypocrite,,,
xylotour islam is going to eat your children alive,0.098314366,bad,Positive
y im post on twtr bt d recent actormadhavan n beingyou17 u guyz a done supr roak titlei thng im also 1f d winr so want to publsh u maddy,,,
ya allah cleanse my heart of arrogance and pride and let me die as a sincere humble muslim ameen,0.891249399,neg,Negative
yajkushal20 alhulknutrition trobinsonnewera yep ashok kumar is a great muslim name,,,
yea   us muslim brotherhood lobby group loses dhs funding   maga  gotrump muslimbrotherhoodoutofusa,0.964798935,pos,Negative
yeah nah unlawful ass police stop walking while being muslim that was what the issue was,,,
yelloflash29 ladale86 rankled_1 moshakeel_h dzisaak roasted12345 nunyabiz22 considering you dont even know much about islam im not going to trust you to teach me about christianity,0.490420748,neg,Positive
yelloflash29 rankled_1 moshakeel_h dzisaak roasted12345 nunyabiz22 quran 855 3045 no love for non-believers  reason 1030302 why nobody trusts islam  another lie by you,,,
yelloflash29 rankled_1 moshakeel_h dzisaak roasted12345 nunyabiz22 reason 1000303 why nobody trusts islam  quran 929 fight them until they pay the jizya,0.970595671,neg,Negative
yelloflash29 rankled_1 moshakeel_h dzisaak roasted12345 nunyabiz22 us intentionally kill civilians just like terrorists do ok youre free to believe that  reason 101003 why nobody trusts islam,,,
yes and feku bhakts-bhaktans devotees expect mamataofficial to jump in bay of bengal but she needs to correct her pro-muslim image,0.532783398,pos,Negative
yes how silly of me to oppose muslim profiling refugeeswelcome,,,
yes sweden,0.984197257,pos,Negative
yes this,,,
yes we should all be so lucky to come under sharia a far more liberating system for women than western liberalism,0.847088158,pos,Negative
yesbelieve them this is happening around the  everyday,,,
yet shariah is advancing in the us right under our noses with the help of the political and media eliteswhy is this allowed,0.967524759,pos,Negative
you are expected to wear a formal outfit at a formal locationmeetingwhatever,,,
you are not my worst nightmare islam is  calling on islamophobes and i am one does not do it,0.943855872,pos,Negative
"you arent updated mate they recently sentenced a man to death for repeatedly farting in the mosque 
 ; nan",,,
you can know people by what bothers themislamdraintheswamp,0.91824112,neg,Negative
"you cant be a feminist and a muslim thats an oxy  clearly you havent read enough about either dear 
 ; Writer Feminist Activist                                       CAIR National Events and Outreach Manager TweetsRTs are my own",,,
you convert you damn muslim pres trump these muslim refugees can not stay in our country take no more,0.363859512,neg,Positive
"you dont need to be an ex-muslim to know islam is harmful just like you dont need to be an ex-wizard to know harry potter is fantasy 
 ; Undercover athiest  openly vegan in the South Sagan fan Dawkins devotee Missing Hitchins 
 ; Undercover athiest  openly vegan in the South Sagan fan Dawkins devotee Missing Hitchins",,,
you have to shitting me the uk is turning french,0.918044887,pos,Negative
"you little muslim prckislamophobic rant against a muslim shopkeeperislamophobia 
 ; AngloJapOmani 
 ; AngloJapOmani 
 ; AngloJapOmani 
 ; AngloJapOmani 
 ; AngloJapOmani",,,
you patriots in minn had better start taking care of this shit or your state will become like germany france and sweden maga,0.950745314,neg,Negative
"you sit behind a massive guarded wall how many followers of islam live with you you hypocrite 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl 
 ; Im a good girl",,,
you want the votes so by making illegals legal you are breaking laws if you intend to push them through the system without proper vetting,0.527802597,neg,Positive
youd think opposing illegal immigrationentry of unvetted muslim into usa wouldnt be controversialall you need know about todays dems,,,
"young girls clothes are responsible for them being raped no muslims rape kids because prophet mo raped kids  islam 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan",0.106334556,neg,Positive
younustraluk indiatoday are you kashmirian or muslim what is your priority,,,
